code,work,1,11,2,21,3,31,4,41,5,51,6,61,7,71,8,81,9,91,biao
8tid5gfd,42,1,12,1,7.35,1,7,1,11.2,1,11.9,0,0.92,1,6.615,0,0.92,0,8.92,1
keqepf0m,24,0,-6,0,-6,0,-6,0,-6,0,-6,0,-7,1,-6,1,-7,0,-5,1
387fhffi,36,1,6,1,1,0,1,0,1,0,1,0,0.7,1,0.9,0,0.7,0,9.7,1
scbb77jn,33,0,3,1,2.98,1,3,1,3.03,1,2.98,0,2.57,1,2.682,1,2.57,0,-9.43,1
9t5yap6j,36,1,6,1,1.12,1,1,1,1.2,1,1.22,0,0.8,1,1.008,1,0.8,0,5.8,1
g91ye1x3,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,1,-3,1,-9,0,-15,1
fkw475f4,36,1,6,1,0.87,1,1,1,1.2,1,1.17,0,0.57,1,0.783,1,0.57,0,8.57,1
t7uhl32a,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,1,-3,2,-19,0,-45,1
1gpsk1od,21,0,-9,0,-9,0,-9,0,-9,0,-9,0,-10,1,-9,0,-10,0,-10,1
6l4hmpzv,24,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,1,-6,3,-12,0,-62,1
4c16txm9,18,0,-12,0,-12,0,-12,0,-12,0,-12,0,-13,1,-12,1,-13,0,-3,1
4de7ayta,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-3,1,-3,1,-8,0,-3,1
o7pqerl1,21,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,1,-9,1,-15,0,-10,1
7voc4ywi,42,1,12,1,6.64,1,7,1,8.4,1,8.84,0,2.08,1,5.976,1,2.08,0,12.58,1
4qo41x6y,24,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,1,-6,0,-12,0,-5,1
g004gng8,27,0,-3,0,-3,0,-3,0,-3,0,-3,2,-4,1,-3,2,-14,0,-36,1
mdt16lqz,33,0,3,1,3.1,1,3,1,4.8,1,5.1,0,0.99,1,2.79,1,0.99,0,5.99,1
przvq4kq,27,0,-3,0,-3,0,-3,0,-3,0,-3,2,-4,1,-3,2,-14,0,-24,1
c1h7bw1a,36,1,6,1,1.72,1,1,1,1.6,1,1.72,0,-0.05,1,1.548,2,-0.05,0,-18.05,1
51cbn7o1,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,1,-3,1,-3,0,2,1
h3fu78yg,30,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,-6,1
gn1bxo37,36,1,6,1,1,0,1,0,1,0,1,0,0.4,1,0.9,3,0.4,0,-26.6,1
qdpt3asx,21,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,1,-9,1,-15,0,-15.5,1
lrqw3xla,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,1,-3,3,-4,0,-44.5,1
4alcifnr,24,0,-6,0,-6,0,-6,0,-6,0,-6,0,-7,1,-6,0,-7,0,5,1
itjzqni7,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,1,-3,1,-9,0,-9.5,1
zm1faos5,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,1,-3,1,-9,0,-8,1
u1m4seev,45,1,15,1,14.15,0,10,1,10,1,10.15,0,10.74,1,12.735,0,10.74,0,22.74,1
48l4ehb6,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,1,-3,1,-4,0,6,1
dqtauj4v,39,1,9,1,6.65,1,4,1,6.4,1,6.65,0,1.59,1,5.985,2,1.59,0,0.59,1
8uqq7nj7,36,1,6,1,0.55,0,1,1,1,1,1.1,0,0.5,1,0.495,3,0.5,0,-26,1
l50to787,30,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,-8,1
1pxzy631,21,0,-9,0,-9,0,-9,0,-9,0,-9,0,-10,1,-9,2,-10,0,-28,1
fxz8rqvu,33,0,3,1,6.96,1,3,1,3.03,1,3.48,0,5.23,1,6.264,1,5.23,0,15.23,1
drsd3gfr,24,0,-6,0,-6,0,-6,0,-6,0,-6,3,-7,1,-6,1,-22,0,-28,1
0nu0s221,21,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,1,-9,1,-15,0,-18,1
njz0vu08,33,0,3,1,2.9,0,3,1,3,1,2.9,0,2.11,1,2.61,1,2.11,0,-0.89,1
x6n7t8hs,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,1,-3,1,-19,0,-30.5,1
xxrcf92l,42,1,12,1,0.7,1,7,1,11.2,1,10.7,0,-3.57,1,0.63,1,-3.57,0,-2.57,1
kibuds7n,24,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,1,-6,1,-6,0,-17,1
uabw3inx,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,1,-3,0,-3,0,14,1
0cpchq58,21,0,-9,0,-9,0,-9,0,-9,0,-9,1,-9,1,-9,1,-14,0,-25,1
ssewy7zs,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,1,-3,1,-4,0,1,1
kd4ugm89,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,1,-3,3,-9,0,-44,1
dxl7j2a8,33,1,3,0,-2,0,-2,0,-2,0,-2,1,-3,1,-2,1,-8,0,-7,1
kudii6oy,33,0,3,1,5.37,1,3,1,4.8,1,5.07,0,3,1,4.833,2,3,0,-23.5,1
j1e40ha7,21,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,1,-9,2,-15,0,-32.5,1
6xnpwopr,15,0,-15,0,-15,0,-15,0,-15,0,-15,1,-15,1,-15,0,-20,0,-17,1
0jkf3488,24,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,1,-6,1,-6,0,-4,1
074xligf,36,1,6,1,1.49,1,1,1,1.3,0,1.49,0,1.04,1,1.341,0,1.04,0,5.54,1
bi13mblu,48,1,18,1,16.84,1,13,1,20.8,1,21.84,0,6.36,1,15.156,3,6.36,0,-19.64,1
nxc2bm09,21,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,1,-9,1,-15,0,-22,1
nq2n4d1a,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,1,-3,0,-4,0,8,1
8nmazok9,30,0,0,0,0,0,0,0,0,0,0,3,-1,1,0,1,-16,0,-26,1
k1bp6zpx,30,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,-15,1
n580gnmu,30,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,8,1
0j3nkqts,36,1,6,1,1.99,1,1,1,1.6,1,1.69,0,1.19,0,1.791,1,1.19,0,-1.31,1
lcruc2lq,42,1,12,1,9.1,1,7,1,8.4,1,8.35,0,5.79,0,8.19,1,5.79,0,15.79,1
11e94pe7,42,1,12,1,6.5,0,7,0,7,1,7,0,5.85,0,5.85,0,5.85,0,23.35,1
ubop1qmx,39,1,9,1,3.3,0,4,1,4,1,3.8,0,1.97,0,2.97,2,1.97,0,-12.03,1
z2rsp6um,30,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,-11,0,-6,1
c3206739,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,0,-3,2,-9,0,-36,1
g990zma5,42,1,12,1,8.17,1,7,1,7.42,1,8.17,0,6.93,0,7.353,1,6.93,0,4.43,1
p7c86bd0,36,1,6,1,0.95,0,1,1,1,0,0.95,0,0.86,0,0.855,1,0.86,0,3.36,1
jwexfmub,36,1,6,1,1,1,1,1,1.6,1,1.84,0,-1.6,0,0.9,1,-1.6,0,-5.6,1
pdtmhm69,36,1,6,1,0.45,0,1,1,1,1,0.95,0,0.3,0,0.405,1,0.3,0,-2.7,1
8b7ikkdg,42,1,12,1,7.29,1,7,1,7.14,1,7.29,0,5.92,0,6.561,1,5.92,0,6.92,1
wc6s9dsl,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,14,1
0005b37f,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,14,1
8s1edw15,45,1,15,1,15.4,1,10,1,15,1,14.9,0,7.86,0,13.86,2,7.86,0,-3.64,1
i6gy2wgj,36,1,6,1,1.14,1,1,1,1.6,1,1.64,0,0.42,0,1.026,2,0.42,0,-6.08,1
bptmjh3d,39,1,9,1,4,0,4,0,4,0,4,0,3.6,0,3.6,0,3.6,0,15.6,1
lgomy8eq,33,0,3,1,3.25,1,3,1,3.9,1,4,0,1.03,0,2.925,0,1.03,0,18.03,1
t5fns0sq,39,1,9,1,12.4,1,4,1,6,1,6.4,0,8,0,11.16,1,8,0,6,1
0ff2742h,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,0,-3,3,-4,0,-52,1
1csmmf08,30,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,1,-11,0,-11.5,1
tgyt0okw,24,0,-6,0,-6,0,-6,0,-6,0,-6,2,-7,0,-6,1,-17,0,-32,1
xluifzfl,30,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,2,-11,0,-36,1
kpo7dpw7,42,2,12,1,4.6,0,2,1,2,1,2.3,0,4.14,0,4.14,0,4.14,0,29.14,1
79qn2mgn,33,0,3,1,5.1,1,3,1,4.8,1,5.1,0,0.79,0,4.59,0,0.79,0,15.79,1
3rqszw2y,24,0,-6,0,-6,0,-6,0,-6,0,-6,3,-7,0,-6,2,-22,0,-32,1
26qqxpjj,42,1,12,1,11.65,1,7,1,11.2,1,11.65,0,5.29,0,10.485,2,5.29,0,4.29,1
8fqgkizh,42,1,12,1,10.6,1,7,1,11.2,1,12.1,0,4.84,0,9.54,1,4.84,0,17.84,1
hb9e1b5f,33,1,3,0,-2,0,-2,0,-2,0,-2,1,-3,0,-2,0,-8,0,-3,1
0g7sv439,33,0,3,1,5.17,1,3,1,3.3,1,3.37,0,3.35,0,4.653,1,3.35,0,-2.65,1
037gym6i,36,1,6,1,0.48,1,1,1,1.01,1,0.96,0,-1.01,0,0.432,2,-1.01,0,-22.01,1
1bfi45o2,24,0,-6,0,-6,0,-6,0,-6,0,-6,0,-7,0,-6,1,-7,0,-18,1
1yc3rs1q,33,1,3,0,-2,0,-2,0,-2,0,-2,3,-3,0,-2,0,-18,0,-18,1
u0fm0adl,36,1,6,1,2.65,1,1,1,1.6,1,1.65,0,0.79,0,2.385,1,0.79,0,-1.21,1
4qopg1ub,39,1,9,1,6.08,1,4,1,6.4,1,6.08,0,2.07,0,5.472,1,2.07,0,15.07,1
0mrw3gqi,33,0,3,1,5.78,1,3,1,3.45,1,3.53,0,83.75,0,5.202,0,83.75,0,98.75,1
idw6uw5h,24,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,0,-6,0,-12,0,-8,1
ag8yu9h7,30,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,2,-11,0,-37,1
5kipyxnx,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-3,0,-3,1,-8,0,-8,1
bieu6mpr,33,0,3,1,6.13,1,3,1,3.03,1,3.13,0,4.49,0,5.517,1,4.49,0,1.49,1
fh8ly4jj,33,0,3,1,2.1,0,3,1,3,1,3.1,0,1.79,0,1.89,1,1.79,0,-10.21,1
v3tqtmd8,42,1,12,1,13.4,0,7,1,7,1,7.4,0,11.06,0,12.06,0,11.06,0,14.06,1
6ac48e1h,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,0,-3,1,-9,0,-19,1
tl39jvsk,42,1,12,1,11.8,1,7,1,9.1,1,8.8,0,8,0,10.62,1,8,0,18,1
57n9cs6z,36,1,6,1,1.6,1,1,0,1.6,0,1.6,0,0.84,0,1.44,1,0.84,0,1.84,1
iuanzkch,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,0,-3,0,-9,0,8,1
z873r4vo,15,0,-15,0,-15,0,-15,0,-15,0,-15,1,-16,0,-15,2,-21,0,-36,1
hk4udpqv,36,1,6,1,2.45,1,1,1,1.5,1,1.45,0,1.5,0,2.205,3,1.5,0,-13.5,1
9i73mzxn,9,0,-21,0,-21,0,-21,0,-21,0,-21,1,-22,0,-21,2,-27,0,-42,1
n26lbqa5,21,0,-9,0,-9,0,-9,0,-9,0,-9,3,-10,0,-9,3,-25,0,-70,1
jbfzncen,33,0,3,1,5.2,0,3,1,3,1,3.2,0,4.6,0,4.68,2,4.6,0,-13.4,1
awima2e6,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,0,-3,1,-19,0,-14,1
0x4d1g7c,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,0,-3,1,-9,0,-15,1
awof1evv,24,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,0,-6,2,-12,0,-24.5,1
nbmjj5a1,45,1,15,1,9.8,0,10,1,10,1,9.8,0,6.82,0,8.82,2,6.82,0,-4.68,1
cdxl50hf,42,1,12,1,10.25,1,7,1,10.5,1,10.25,0,5.73,0,9.225,2,5.73,0,1.73,1
rfnis2ed,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,-12,1
fpeptlxo,36,1,6,1,0.72,1,1,1,1.25,1,1.44,0,-0.25,0,0.648,2,-0.25,0,-14.25,1
k93onftx,39,1,9,1,5.35,1,4,1,6.4,1,6.85,0,2.42,0,4.815,3,2.42,0,-23.58,1
8a4otv31,0,0,-30,0,-30,0,-30,0,-30,0,-30,0,-31,0,-30,0,-31,0,-6,1
kxq00qk5,33,0,3,1,5.2,1,3,1,4.8,1,5.2,0,2.88,0,4.68,1,2.88,0,-7.12,1
j4rjykeb,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-3,1,-3,1,-8,0,-18,1
8cyh64c7,15,0,-15,0,-15,0,-15,0,-15,0,-15,1,-16,1,-15,1,-21,0,-28,1
nxlvuopa,18,0,-12,0,-12,0,-12,0,-12,0,-12,0,-12,1,-12,2,-12,0,-38,1
w9vla1hv,45,1,15,1,16.5,1,10,1,15,1,15.5,0,9.85,1,14.85,2,9.85,0,-3.15,1
0k6r6bgl,24,0,-6,0,-6,0,-6,0,-6,0,-6,2,-7,1,-6,1,-17,0,-24,1
hq6lddx8,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,-21.5,1
mh3nw2gr,39,1,9,1,8.4,1,4,1,6.4,1,6.9,0,5.16,1,7.56,1,5.16,0,10.16,1
sca5toky,42,1,12,1,9.61,1,7,1,9.8,1,10.22,0,5.84,1,8.649,3,5.84,0,-21.16,1
8yww2xfk,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,1,-3,2,-19,0,-32,1
7qaw85j9,42,2,12,1,4.8,1,2,1,3.2,1,3.3,0,2.62,1,4.32,2,2.62,0,12.62,1
2dxnce3p,42,1,12,1,13.76,1,7,1,11.2,1,11.76,0,8.18,1,12.384,1,8.18,0,4.18,1
lqy09jik,36,1,6,1,1.23,0,1,1,1,1,1.15,0,1.1,1,1.107,1,1.1,0,3.6,1
ktiz1h1g,24,0,-6,0,-6,0,-6,0,-6,0,-6,1,-6,1,-6,0,-11,0,6.5,1
ytgj1t65,45,1,15,1,16.8,1,10,1,16,0,16.8,0,8.12,1,15.12,1,8.12,0,21.12,1
z668vjdm,24,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,1,-6,1,-12,0,-10,1
2be0jkh2,30,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,13.5,1
s270rho2,48,1,18,1,24.78,1,13,1,13.78,1,14.28,0,20.52,1,22.302,1,20.52,0,15.52,1
kgm6ppuo,24,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,1,-6,1,-12,0,-7,1
6gir6eim,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,1,-3,2,-9,0,-19,1
3c7rd5ya,33,0,3,1,4.2,1,3,1,3.6,1,3.7,0,2.4,1,3.78,1,2.4,0,-8.6,1
qctopukw,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,1,-3,1,-4,0,1,1
bdec0ba1,24,0,-6,0,-6,0,-6,0,-6,0,-6,1,-6,1,-6,1,-11,0,-13.5,1
qslltb0b,30,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,-14,1
pva278uh,33,0,3,1,3.05,1,3,1,3.9,1,3.8,0,0.85,1,2.745,1,0.85,0,2.85,1
s9ck61wv,24,0,-6,0,-6,0,-6,0,-6,0,-6,0,-7,1,-6,1,-7,0,-19,1
7vz4x7mn,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,1,-3,1,-9,0,-24,1
5s59rl9r,36,1,6,1,1.43,0,1,1,1,1,0.95,0,1.29,1,1.287,1,1.29,0,14.29,1
yofqpucq,30,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,-6,0,-11,1
3mrhtpe3,21,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,1,-9,2,-15,0,-30,1
qyyocas4,12,0,-18,0,-18,0,-18,0,-18,0,-18,1,-19,1,-18,1,-24,0,-30,1
rjsd3agm,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-3,1,-3,0,-18,0,3,1
v6of81mc,15,0,-15,0,-15,0,-15,0,-15,0,-15,1,-16,1,-15,1,-21,0,-27,1
jj25twuw,30,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,-13,1
m0rj3925,18,0,-12,0,-12,0,-12,0,-12,0,-12,0,-13,1,-12,3,-13,0,-59.5,1
cn2055xk,21,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,1,-9,1,-15,0,-23,1
3o1v9r1m,24,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,1,-6,1,-12,0,-17,1
m3vk4d40,33,0,3,1,8.7,1,3,1,4.5,1,4.95,0,4.33,1,7.83,2,4.33,0,-8.67,1
410e0tw2,24,0,-6,0,-6,0,-6,0,-6,0,-6,2,-7,1,-6,2,-17,0,-42,1
jicuopmz,18,0,-12,0,-12,0,-12,0,-12,0,-12,2,-13,1,-12,1,-23,0,-25.5,1
n1yognqv,24,0,-6,0,-6,0,-6,0,-6,0,-6,0,-7,1,-6,2,-7,0,-25,1
hdp578ga,30,0,0,0,0,0,0,0,0,0,0,2,-1,1,0,2,-11,0,-28.5,1
8takecva,36,1,6,1,0.6,0,1,1,1,1,1.1,0,0.54,1,0.54,1,0.54,0,6.04,1
kesgwead,24,0,-6,0,-6,0,-6,0,-6,0,-6,2,-6,1,-6,1,-16,0,-14,1
x6zxi4xg,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-15,1
3j49d97z,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,1,-3,1,-4,0,-2,1
jwxxxv7d,27,0,-3,0,-3,0,-3,0,-3,0,-3,2,-4,1,-3,0,-14,0,1,1
h7b871s6,42,1,12,1,10.64,1,7,1,11.2,1,10.64,0,5.38,1,9.576,0,5.38,0,22.88,1
szjrd90v,27,0,-3,0,-3,0,-3,0,-3,0,-3,2,-4,1,-3,3,-14,0,-49,1
tkz7zh9u,36,1,6,1,1.34,1,1,1,1.6,1,1.84,0,0.61,1,1.206,2,0.61,0,-11.39,1
42bbeqpm,33,0,3,1,4.35,0,3,1,3,1,2.85,0,3.92,1,3.915,3,3.92,0,-34.08,1
1o1f1gpp,24,0,-6,0,-6,0,-6,0,-6,0,-6,2,-7,1,-6,0,-17,0,-13.5,1
o6m81rh2,24,0,-6,0,-6,0,-6,0,-6,0,-6,2,-7,1,-6,1,-17,0,-32,1
ody1m92z,18,0,-12,0,-12,0,-12,0,-12,0,-12,1,-13,1,-12,1,-18,0,-20.5,1
y5lufa6m,24,0,-6,0,-6,0,-6,0,-6,0,-6,2,-6,1,-6,0,-16,0,4,1
odyzp5vx,21,0,-9,0,-9,0,-9,0,-9,0,-9,0,-10,1,-9,2,-10,0,-28,1
d67hp72e,36,1,6,1,1.03,1,1,1,1.4,1,1.53,0,0.5,1,0.927,0,0.5,0,3.5,1
o73qrv2n,18,0,-12,0,-12,0,-12,0,-12,0,-12,0,-13,1,-12,0,-13,0,-3,1
1qzlh5mu,18,0,-12,0,-12,0,-12,0,-12,0,-12,3,-13,1,-12,1,-28,0,-39,1
dnwj15ee,9,0,-21,0,-21,0,-21,0,-21,0,-21,1,-22,1,-21,2,-27,0,-48,1
3vpcaply,18,0,-12,0,-12,0,-12,0,-12,0,-12,1,-13,1,-12,2,-18,0,-40,1
z0rxrnnq,48,1,18,1,11,1,13,1,19.5,1,21,0,2.4,1,9.9,0,2.4,0,19.9,1
